Date,Open,High,Low,Close,Adj Close,Volume
2022-01-24,59.900001525878906,60.349998474121094,58.56999969482422,59.959999084472656,56.455894470214844,30185100
2022-01-25,59.36000061035156,60.04999923706055,58.689998626708984,59.81999969482422,56.32407760620117,19027100
2022-01-26,59.790000915527344,60.349998474121094,59.209999084472656,59.599998474121094,56.1169319152832,19190200
2022-01-27,59.880001068115234,60.93000030517578,59.5,59.650001525878906,56.16401290893555,18893800
2022-01-28,59.38999938964844,60.88999938964844,58.939998626708984,60.84000015258789,57.28446578979492,19101500
2022-01-31,60.29999923706055,61.13999938964844,60.150001525878906,61.0099983215332,57.44453048706055,22045300
2022-02-01,60.90999984741211,61.13999938964844,60.15999984741211,60.560001373291016,57.02083206176758,20841700
2022-02-02,60.619998931884766,61.27000045776367,60.560001373291016,61.18000030517578,57.60459899902344,20225600
2022-02-03,60.939998626708984,61.779998779296875,60.59000015258789,61.61000061035156,58.00947189331055,19440500
2022-02-04,61.4900016784668,61.68000030517578,60.56999969482422,60.959999084472656,57.39745330810547,17403700
2022-02-07,61.380001068115234,61.720001220703125,60.86000061035156,61.599998474121094,58.00004959106445,17846400
2022-02-08,61.83000183105469,62.33000183105469,61.7400016784668,62.0,58.376678466796875,18771700
2022-02-09,62.16999816894531,62.31999969482422,60.900001525878906,61.040000915527344,57.472782135009766,23595600
2022-02-10,60.36000061035156,62.29999923706055,60.20000076293945,61.380001068115234,57.79290771484375,23561500
2022-02-11,61.77000045776367,61.97999954223633,60.150001525878906,60.290000915527344,56.76660919189453,22781400
2022-02-14,60.15999984741211,60.790000915527344,59.279998779296875,60.68000030517578,57.13381576538086,23641300
2022-02-15,60.959999084472656,61.779998779296875,60.630001068115234,60.90999984741211,57.35037612915039,13408700
2022-02-16,60.86000061035156,61.400001525878906,60.560001373291016,60.900001525878906,57.3409538269043,15484700
2022-02-17,60.54999923706055,62.279998779296875,60.40999984741211,62.119998931884766,58.48965835571289,21468700
2022-02-18,62.119998931884766,62.81999969482422,61.9900016784668,62.540000915527344,58.8851203918457,21975000
2022-02-22,62.43000030517578,62.63999938964844,61.720001220703125,62.279998779296875,58.64030838012695,21731400
2022-02-23,62.2400016784668,62.33000183105469,61.34000015258789,61.59000015258789,57.990638732910156,19248500
2022-02-24,59.970001220703125,60.619998931884766,59.220001220703125,60.5099983215332,56.97374725341797,27207400
2022-02-25,60.939998626708984,62.900001525878906,60.91999816894531,62.849998474121094,59.17699432373047,21487800
2022-02-28,61.650001525878906,62.34000015258789,61.40999984741211,62.2400016784668,58.6026496887207,25879100
2022-03-01,62.13999938964844,62.75,61.5099983215332,61.970001220703125,58.34843063354492,15871100
2022-03-02,62.22999954223633,62.880001068115234,61.779998779296875,62.43000030517578,58.78154754638672,17319100
2022-03-03,62.61000061035156,63.02000045776367,62.290000915527344,62.470001220703125,58.81920623779297,21262800
2022-03-04,61.459999084472656,62.59000015258789,61.20000076293945,62.56999969482422,58.91336441040039,17163000
2022-03-07,62.0099983215332,62.06999969482422,60.720001220703125,61.08000183105469,57.51043701171875,29151400
2022-03-08,61.45000076293945,61.540000915527344,58.59000015258789,58.65999984741211,55.231868743896484,30242100
2022-03-09,59.81999969482422,59.84000015258789,58.65999984741211,58.959999084472656,55.51433563232422,23022700
2022-03-10,58.47999954223633,58.65999984741211,57.5,57.880001068115234,54.4974479675293,20887300
2022-03-11,57.959999084472656,58.849998474121094,57.86000061035156,57.91999816894531,54.53511428833008,19855600
2022-03-14,57.970001220703125,59.040000915527344,57.970001220703125,58.540000915527344,55.540809631347656,17799400
2022-03-15,59.08000183105469,59.88999938964844,58.97999954223633,59.619998931884766,56.56547546386719,18607200
2022-03-16,59.779998779296875,59.939998626708984,58.61000061035156,59.459999084472656,56.41366958618164,17347300
2022-03-17,59.459999084472656,60.13999938964844,59.22999954223633,60.09000015258789,57.01139450073242,15586200
2022-03-18,60.29999923706055,60.29999923706055,59.709999084472656,60.099998474121094,57.020877838134766,30197800
2022-03-21,60.5,61.099998474121094,60.25,60.58000183105469,57.47629165649414,17440100
2022-03-22,60.93000030517578,60.95000076293945,60.060001373291016,60.79999923706055,57.68501663208008,17559500
2022-03-23,60.75,60.97999954223633,60.0,60.400001525878906,57.30550765991211,15529200
2022-03-24,60.63999938964844,61.02000045776367,60.459999084472656,60.97999954223633,57.855796813964844,13151300
2022-03-25,61.119998931884766,61.61000061035156,61.04999923706055,61.529998779296875,58.377620697021484,12259800
2022-03-28,61.529998779296875,61.939998626708984,61.209999084472656,61.91999816894531,58.74763488769531,11485200
2022-03-29,62.209999084472656,62.529998779296875,61.7400016784668,62.15999984741211,58.975341796875,14720600
2022-03-30,62.0099983215332,62.209999084472656,61.560001373291016,62.209999084472656,59.02278518676758,13641000
2022-03-31,62.220001220703125,62.63999938964844,62.0,62.0,58.82353973388672,16822900
2022-04-01,62.33000183105469,62.95000076293945,62.09000015258789,62.869998931884766,59.64896774291992,12644900
2022-04-04,62.599998474121094,62.790000915527344,61.720001220703125,62.540000915527344,59.335872650146484,11505800
2022-04-05,62.400001525878906,63.2400016784668,62.369998931884766,62.470001220703125,59.26945877075195,15721200
2022-04-06,62.77000045776367,63.2599983215332,62.29999923706055,63.099998474121094,59.867183685302734,19267400
2022-04-07,63.130001068115234,63.66999816894531,62.709999084472656,63.439998626708984,60.189762115478516,13960800
2022-04-08,63.47999954223633,64.04000091552734,63.15999984741211,63.83000183105469,60.559783935546875,12703500
2022-04-11,63.90999984741211,64.30000305175781,63.63999938964844,63.810001373291016,60.54080581665039,12720100
2022-04-12,64.37999725341797,64.80999755859375,63.88999938964844,64.55999755859375,61.252376556396484,18089900
2022-04-13,64.44000244140625,64.87000274658203,64.2300033569336,64.7300033569336,61.413673400878906,11883000
2022-04-14,64.95999908447266,65.56999969482422,64.81999969482422,65.0199966430664,61.68881607055664,16388400
2022-04-18,64.7699966430664,65.18000030517578,64.18000030517578,64.44000244140625,61.13853073120117,11679400
2022-04-19,64.5,65.25,64.44000244140625,65.06999969482422,61.73624801635742,11993800
2022-04-20,65.44000244140625,66.23999786376953,65.4000015258789,65.95999908447266,62.580650329589844,14827100
2022-04-21,65.9800033569336,67.0,65.72000122070312,66.20999908447266,62.817848205566406,15120400
