Date,Open,High,Low,Close,Adj Close,Volume
2022-01-27,744.0,777.0,738.0999755859375,773.8499755859375,771.8861694335938,34927774
2022-01-28,778.0999755859375,784.7000122070312,761.5,764.7000122070312,762.7593994140625,17765524
2022-01-31,775.4500122070312,777.7999877929688,762.3499755859375,773.0499877929688,771.0881958007812,12319200
2022-02-01,778.0999755859375,793.9000244140625,769.0999755859375,781.9000244140625,779.915771484375,15457534
2022-02-02,790.0,805.9000244140625,787.3499755859375,804.0999755859375,802.0593872070312,13478899
2022-02-03,802.2000122070312,811.9000244140625,793.0499877929688,799.5499877929688,797.5209350585938,10802708
2022-02-04,796.9500122070312,804.5,791.1500244140625,798.5499877929688,796.5234985351562,10776387
2022-02-07,802.5,803.5999755859375,784.0999755859375,789.5999755859375,787.59619140625,10939179
2022-02-08,794.0,801.0,776.1500244140625,798.5499877929688,796.5234985351562,12300670
2022-02-09,801.0,809.5,800.1500244140625,803.8499755859375,801.8099975585938,9399830
2022-02-10,807.5499877929688,815.9500122070312,803.0999755859375,809.7999877929688,807.7449340820312,12848281
2022-02-11,800.9500122070312,809.9000244140625,798.5,803.7999877929688,801.7601318359375,9717894
2022-02-14,790.0,803.0,769.9500122070312,773.3499755859375,771.387451171875,8617389
2022-02-15,777.0,799.0999755859375,764.2999877929688,796.9500122070312,794.9275512695312,7426563
2022-02-16,795.0,808.2999877929688,789.2999877929688,797.0499877929688,795.0272827148438,7457765
2022-02-17,797.0,802.0,780.5,782.7999877929688,780.8134155273438,6516308
2022-02-18,781.1500244140625,790.5499877929688,779.0,787.4000244140625,785.40185546875,5466662
2022-02-21,783.5499877929688,796.7999877929688,776.0999755859375,788.8499755859375,786.84814453125,5635224
2022-02-22,766.0999755859375,787.0,766.0999755859375,779.1500244140625,777.1727294921875,6923558
2022-02-23,783.5,785.5,772.25,777.2000122070312,775.2277221679688,6303173
2022-02-24,752.4000244140625,769.1500244140625,725.2999877929688,730.2999877929688,728.4467163085938,13085009
2022-02-25,742.2999877929688,764.8499755859375,737.4000244140625,758.0499877929688,756.1262817382812,10066136
2022-02-28,749.9000244140625,749.9000244140625,736.2000122070312,742.4000244140625,740.5159912109375,14463418
2022-03-02,728.7000122070312,756.4500122070312,725.0,750.25,748.3460693359375,11691602
2022-03-03,756.0,759.4500122070312,732.4000244140625,737.6500244140625,735.778076171875,8357181
2022-03-04,723.0,732.5,710.0499877929688,715.0,713.185546875,11660648
2022-03-07,693.0,705.0,655.5999755859375,667.5499877929688,665.8558959960938,20147061
2022-03-08,665.0,673.75,637.0,670.4000244140625,668.69873046875,24828458
2022-03-09,671.5,680.5,659.0999755859375,674.2000122070312,672.4890747070312,20438651
2022-03-10,707.9000244140625,720.4000244140625,688.25,694.9500122070312,693.1864013671875,23224756
2022-03-11,691.9000244140625,706.6500244140625,687.4500122070312,690.8499755859375,689.0968017578125,14224356
2022-03-14,694.7000122070312,712.4000244140625,685.0,710.0499877929688,708.2481079101562,10720884
2022-03-15,713.0,718.0,695.0,698.1500244140625,696.3782958984375,12157425
2022-03-16,711.0,726.0,709.0999755859375,723.8499755859375,722.0130615234375,10038170
2022-03-17,737.0,746.75,736.4500122070312,739.25,737.3740234375,13657428
2022-03-21,745.0,749.4000244140625,723.7000122070312,725.9000244140625,724.057861328125,7495685
2022-03-22,729.0,736.0,706.3499755859375,731.4000244140625,729.5439453125,11117081
2022-03-23,736.0999755859375,742.9000244140625,724.6500244140625,726.75,724.9057006835938,5886245
2022-03-24,719.0999755859375,730.4500122070312,719.0,722.25,720.4171142578125,7559843
2022-03-25,723.2999877929688,726.6500244140625,715.5,721.25,719.419677734375,5430894
2022-03-28,726.0,737.9000244140625,715.0499877929688,736.0,734.1322631835938,7077669
2022-03-29,741.6500244140625,741.6500244140625,731.0,737.7999877929688,735.9276733398438,6174137
2022-03-30,747.0,765.8499755859375,741.2999877929688,750.4500122070312,748.5455932617188,16618114
2022-03-31,763.0,763.0,751.2999877929688,761.1500244140625,759.2183837890625,20449544
