Date,Open,High,Low,Close,Adj Close,Volume
2022-01-24,142.27999877929688,145.47999572753906,139.57000732421875,144.9499969482422,136.42428588867188,28471400
2022-01-25,143.64999389648438,146.85000610351562,140.7899932861328,146.52999877929688,137.9113311767578,18915900
2022-01-26,148.72000122070312,150.57000732421875,145.9600067138672,147.9199981689453,139.21957397460938,20709100
2022-01-27,149.4199981689453,150.3800048828125,144.1300048828125,145.30999755859375,136.76312255859375,17536800
2022-01-28,144.19000244140625,146.75999450683594,142.1699981689453,146.61000061035156,137.9866180419922,14117000
2022-01-31,145.63999938964844,148.7899932861328,144.6699981689453,148.60000610351562,139.85960388183594,13985700
2022-02-01,148.69000244140625,151.47000122070312,148.3000030517578,151.14999389648438,142.2595672607422,14584900
2022-02-02,150.5,150.94000244140625,148.07000732421875,149.94000244140625,141.12078857421875,12441100
2022-02-03,150.0,151.64999389648438,148.2899932861328,148.6999969482422,139.95370483398438,12474900
2022-02-04,149.10000610351562,153.5,148.77000427246094,152.55999755859375,143.586669921875,16654400
2022-02-07,153.27000427246094,153.6199951171875,150.85000610351562,153.07000732421875,144.0666961669922,12572300
2022-02-08,155.0,158.47999572753906,154.8000030517578,155.9499969482422,146.7772674560547,20411400
2022-02-09,156.58999633789062,157.42999267578125,155.82000732421875,156.60000610351562,147.38906860351562,9131100
2022-02-10,156.66000366210938,159.02999877929688,155.22000122070312,155.9499969482422,146.7772674560547,16455600
2022-02-11,155.61000061035156,158.19000244140625,152.97000122070312,153.9199981689453,144.86669921875,16830000
2022-02-14,152.72999572753906,153.67999267578125,150.32000732421875,152.49000549316406,143.5207977294922,17026500
2022-02-15,154.50999450683594,155.94000244140625,153.85000610351562,154.72000122070312,145.61962890625,9500000
2022-02-16,153.74000549316406,156.10000610351562,153.74000549316406,155.0,145.88316345214844,9076500
2022-02-17,153.0,153.72999572753906,150.6699981689453,151.42999267578125,142.5231475830078,11367500
2022-02-18,152.1300048828125,154.13999938964844,151.1300048828125,152.13999938964844,143.19139099121094,11733300
2022-02-22,150.60000610351562,153.24000549316406,150.41000366210938,151.8699951171875,142.93727111816406,11333500
2022-02-23,153.1199951171875,153.3000030517578,147.97000122070312,148.69000244140625,139.9442901611328,11799000
2022-02-24,142.94000244140625,144.99000549316406,139.77999877929688,144.5500030517578,136.04782104492188,25655100
2022-02-25,145.25,150.1300048828125,144.91000366210938,147.97000122070312,139.26666259765625,18367700
2022-02-28,143.5500030517578,145.05999755859375,140.8800048828125,141.8000030517578,133.45956420898438,31315300
2022-03-01,140.0399932861328,140.47999572753906,133.5800018310547,136.4499969482422,128.4242401123047,36840400
2022-03-02,137.2899932861328,140.0399932861328,136.61000061035156,139.27999877929688,131.0877685546875,19405600
2022-03-03,139.83999633789062,140.97999572753906,137.05999755859375,138.2899932861328,130.15602111816406,16640800
2022-03-04,134.94000244140625,135.4199981689453,132.39999389648438,134.39999389648438,126.49483489990234,21016000
2022-03-07,132.1699981689453,132.69000244140625,128.9499969482422,129.2100067138672,121.61009979248047,27560100
2022-03-08,129.63999938964844,131.7899932861328,127.2699966430664,128.3000030517578,120.75360870361328,19207800
2022-03-09,132.89999389648438,135.24000549316406,132.44000244140625,133.44000244140625,125.5912857055664,17536200
2022-03-10,131.86000061035156,133.4499969482422,130.32000732421875,131.86000061035156,124.1042251586914,15604200
2022-03-11,132.49000549316406,134.0800018310547,128.4199981689453,128.88999938964844,121.30889892578125,20061800
2022-03-14,129.4600067138672,132.9199981689453,129.22999572753906,130.1699981689453,122.51361846923828,15786900
2022-03-15,131.8000030517578,133.5500030517578,131.1300048828125,132.47999572753906,124.68773651123047,15096600
2022-03-16,134.8699951171875,138.49000549316406,134.42999267578125,138.39999389648438,130.25955200195312,20354900
2022-03-17,136.86000061035156,140.19000244140625,135.9199981689453,140.14999389648438,131.90660095214844,17050500
2022-03-18,140.19000244140625,140.85000610351562,138.4600067138672,140.10000610351562,131.85955810546875,23656500
2022-03-21,140.35000610351562,140.75999450683594,138.72999572753906,139.64999389648438,131.43600463867188,12676100
2022-03-22,142.27000427246094,143.92999267578125,141.72000122070312,142.6199951171875,134.2313232421875,13548600
2022-03-23,140.97999572753906,141.58999633789062,139.1999969482422,139.77999877929688,131.55836486816406,12093200
2022-03-24,140.3000030517578,140.7100067138672,139.11000061035156,140.69000244140625,132.41485595703125,10017600
2022-03-25,141.08999633789062,143.17999267578125,140.8000030517578,141.9199981689453,133.57249450683594,8383500
2022-03-28,140.0,140.97000122070312,137.89999389648438,140.8699951171875,132.58425903320312,10818100
2022-03-29,143.35000610351562,143.60000610351562,140.24000549316406,141.17999267578125,132.87600708007812,11316500
2022-03-30,141.89999389648438,142.1199951171875,139.91000366210938,140.5399932861328,132.27366638183594,8771000
2022-03-31,139.8300018310547,140.35000610351562,136.25999450683594,136.32000732421875,128.30189514160156,17353900
2022-04-01,137.39999389648438,137.41000366210938,133.8000030517578,135.30999755859375,127.35127258300781,15721300
2022-04-04,134.1199951171875,136.94000244140625,132.88999938964844,135.91000366210938,127.916015625,17416400
2022-04-05,134.07000732421875,135.39999389648438,133.00999450683594,133.33999633789062,126.42739868164062,12110300
2022-04-06,131.5800018310547,132.55999755859375,130.9600067138672,131.49000549316406,124.67330932617188,12914700
2022-04-07,130.9499969482422,131.9199981689453,128.72999572753906,131.08999633789062,124.29401397705078,12994200
2022-04-08,131.6699981689453,133.89999389648438,131.49000549316406,133.49000549316406,126.56961822509766,13126900
2022-04-11,133.0,134.89999389648438,132.57000732421875,133.0,126.10502624511719,10466400
2022-04-12,132.13999938964844,134.5800018310547,130.6999969482422,131.5399932861328,124.72071075439453,12989900
2022-04-13,126.94000244140625,129.25,126.01000213623047,127.30000305175781,120.70051574707031,30838000
2022-04-14,126.5,128.3000030517578,125.0199966430664,126.12000274658203,119.58170318603516,18835200
2022-04-18,125.66999816894531,129.24000549316406,125.54000091552734,128.4600067138672,121.80038452148438,11834400
2022-04-19,128.4499969482422,131.32000732421875,128.22999572753906,131.1199951171875,124.32247161865234,15015400
2022-04-20,132.52000427246094,133.50999450683594,131.33999633789062,131.5800018310547,124.7586441040039,13430200
2022-04-21,132.22000122070312,132.80999755859375,129.9600067138672,130.55999755859375,123.79150390625,12174200
2022-04-22,130.27999877929688,130.52000427246094,126.69000244140625,126.80999755859375,120.23592376708984,14318800
2022-04-25,126.01000213623047,127.12000274658203,123.11000061035156,126.7699966430664,120.197998046875,17149000
2022-04-26,124.63999938964844,126.41000366210938,122.87000274658203,123.0199966430664,116.64240264892578,17209500
2022-04-27,122.33000183105469,123.55999755859375,121.22000122070312,121.41999816894531,115.1253433227539,17215200
2022-04-28,122.80999755859375,123.6500015258789,121.13999938964844,123.33999633789062,116.94580841064453,13015600
2022-04-29,123.05000305175781,123.61000061035156,118.9000015258789,119.36000061035156,113.17215728759766,14874800
2022-05-02,119.87999725341797,120.70999908447266,118.22000122070312,120.44999694824219,114.20562744140625,18545000
2022-05-03,121.52999877929688,124.16999816894531,120.77999877929688,123.02999877929688,116.65188598632812,15720900
2022-05-04,122.80000305175781,127.4000015258789,122.73999786376953,127.0999984741211,120.51089477539062,17128500
2022-05-05,125.25,126.0999984741211,122.16000366210938,123.91999816894531,117.49574279785156,15055400
2022-05-06,123.80000305175781,124.29000091552734,121.18000030517578,123.72000122070312,117.30611419677734,14417900
2022-05-09,122.11000061035156,123.33000183105469,120.5,121.86000061035156,115.54253387451172,14312300
2022-05-10,123.11000061035156,123.77999877929688,117.55999755859375,118.88999938964844,112.72650909423828,16382400
2022-05-11,119.30000305175781,122.88999938964844,117.94000244140625,118.13999938964844,112.01539611816406,14630300
2022-05-12,117.0,118.31999969482422,115.37000274658203,118.04000091552734,111.92057800292969,16318800
2022-05-13,119.41000366210938,120.25,117.95999908447266,119.08999633789062,112.9161376953125,10443200
